price,vehicleType,yearOfRegistration,gearbox,powerPS,model,kilometer,monthOfRegistration,fuelType,brand,notRepairedDamage
3400,,2018,,0,astra,150000,8,benzin,opel,0
2000,kombi,1998,manuell,115,astra,150000,12,benzin,opel,0
2350,,2006,,0,c1,5000,0,andere,citroen,
6250,,2016,manuell,310,astra,150000,0,,opel,
2700,limousine,1999,manuell,125,a4,125000,7,benzin,audi,0
500,kleinwagen,1995,manuell,45,corsa,150000,5,benzin,opel,0
5555,cabrio,2010,automatik,71,fortwo,90000,3,benzin,smart,0
8450,limousine,2010,manuell,95,a_klasse,70000,12,benzin,mercedes_benz,0
2750,cabrio,2001,manuell,147,astra,150000,9,benzin,opel,
650,kleinwagen,1997,manuell,45,corsa,150000,1,benzin,opel,0
680,limousine,2000,manuell,75,focus,150000,5,benzin,ford,0
444,kleinwagen,1995,manuell,45,corsa,150000,1,benzin,opel,0
4650,kleinwagen,2009,manuell,73,2_reihe,70000,10,benzin,peugeot,0
4450,kleinwagen,2007,manuell,97,rio,70000,6,benzin,kia,0
1999,kleinwagen,2003,manuell,65,micra,80000,6,benzin,nissan,0
9650,bus,2011,manuell,110,zafira,100000,3,diesel,opel,0
2700,limousine,1992,automatik,220,e_klasse,150000,12,benzin,mercedes_benz,
2200,bus,2000,manuell,0,andere,150000,3,diesel,peugeot,0
1,,2000,,75,golf,90000,3,benzin,volkswagen,
4500,,2016,,0,fox,60000,10,,volkswagen,
3850,limousine,2004,automatik,82,a_klasse,125000,6,benzin,mercedes_benz,0
15500,suv,2008,automatik,239,touareg,150000,4,diesel,volkswagen,0
90500,cabrio,1959,automatik,295,andere,90000,7,benzin,chevrolet,0
13950,andere,2011,manuell,140,,60000,11,diesel,alfa_romeo,0
3400,limousine,2002,automatik,193,5er,150000,12,diesel,bmw,
11500,kleinwagen,2010,automatik,179,ibiza,50000,11,benzin,seat,0
0,,1985,,0,3er,150000,0,,bmw,
2800,kombi,2007,manuell,68,logan,150000,6,diesel,dacia,0
120,kleinwagen,1995,manuell,0,polo,150000,0,benzin,volkswagen,
1490,limousine,1992,automatik,136,e_klasse,150000,2,benzin,mercedes_benz,0
650,kombi,2000,manuell,75,caddy,150000,6,diesel,volkswagen,
1199,suv,1992,manuell,80,andere,150000,5,benzin,suzuki,0
350,kombi,1998,manuell,0,6_reihe,150000,0,benzin,mazda,1
3200,cabrio,2001,manuell,150,spider,150000,6,,alfa_romeo,
4000,limousine,2004,manuell,203,andere,150000,9,lpg,kia,0
6450,kombi,2006,manuell,150,megane,125000,9,diesel,renault,0
1690,kleinwagen,2001,manuell,75,corsa,150000,10,benzin,opel,0
1750,limousine,2002,automatik,150,passat,150000,12,diesel,volkswagen,0
2990,limousine,2001,automatik,82,a_klasse,70000,3,benzin,mercedes_benz,0
1299,,2016,manuell,75,astra,150000,5,,opel,0
11000,kombi,2010,automatik,0,a4,150000,1,benzin,audi,0
1000,kleinwagen,2000,manuell,50,lupo,150000,2,benzin,volkswagen,0
3950,kleinwagen,2004,automatik,5,,70000,5,diesel,sonstige_autos,0
650,kombi,2000,manuell,144,omega,150000,4,benzin,opel,1
5500,andere,2010,manuell,120,andere,150000,7,diesel,citroen,0
1299,coupe,1998,manuell,75,andere,150000,9,benzin,citroen,0
1300,,2017,manuell,150,,150000,10,,volkswagen,0
5800,bus,2007,manuell,105,,150000,11,diesel,volkswagen,1
7600,kombi,2004,automatik,143,c_klasse,150000,12,benzin,mercedes_benz,0
13499,kombi,2010,automatik,160,golf,60000,4,benzin,volkswagen,0
1490,kleinwagen,2007,manuell,58,cuore,150000,3,benzin,daihatsu,0
5500,limousine,2007,manuell,80,golf,125000,7,benzin,volkswagen,0
2350,limousine,2003,manuell,143,3er,150000,4,benzin,bmw,0
3000,,2016,manuell,0,c_max,150000,3,diesel,ford,
1950,,2017,manuell,0,,150000,7,benzin,volkswagen,0
6350,bus,2009,automatik,140,s_max,150000,10,diesel,ford,0
750,bus,1999,manuell,101,andere,150000,12,benzin,mazda,0
1500,limousine,1998,automatik,101,vectra,150000,8,benzin,opel,0
8500,limousine,2003,manuell,300,a4,150000,3,benzin,audi,0
4300,kombi,2003,automatik,179,a6,150000,5,,audi,
850,kombi,2001,manuell,103,andere,125000,3,benzin,fiat,0
6700,limousine,2009,manuell,95,a_klasse,70000,10,benzin,mercedes_benz,0
29980,limousine,2013,manuell,150,a3,50000,9,diesel,audi,0
2238,kleinwagen,2003,manuell,75,corsa,125000,5,benzin,opel,0
250,kleinwagen,1994,manuell,102,3er,150000,0,benzin,bmw,
3350,coupe,1997,manuell,170,3er,150000,11,benzin,bmw,0
2000,bus,2005,manuell,86,modus,150000,6,diesel,renault,0
14500,kombi,2007,manuell,140,a6,100000,3,diesel,audi,0
4199,kleinwagen,2002,manuell,75,a2,150000,1,benzin,audi,0
6999,kleinwagen,2009,manuell,85,ibiza,30000,4,benzin,seat,0
4490,kleinwagen,2008,manuell,60,polo,100000,11,benzin,volkswagen,0
43900,limousine,2013,automatik,245,x_reihe,40000,4,diesel,bmw,0
21950,cabrio,2010,manuell,160,a5,90000,5,benzin,audi,0
1200,kleinwagen,2002,manuell,90,3_reihe,150000,4,benzin,mazda,
8100,kombi,2004,automatik,150,e_klasse,150000,3,diesel,mercedes_benz,0
12650,kombi,2006,manuell,258,5er,150000,6,benzin,bmw,0
2400,kombi,1997,manuell,125,passat,150000,7,benzin,volkswagen,0
5250,,2017,manuell,84,ibiza,70000,4,,seat,0
14500,limousine,2009,manuell,160,a3,70000,3,benzin,audi,
1950,,2016,manuell,0,2_reihe,150000,10,benzin,peugeot,0
0,,2016,automatik,197,3er,150000,12,diesel,bmw,0
24900,coupe,2009,automatik,292,e_klasse,125000,6,benzin,mercedes_benz,0
4300,limousine,2007,manuell,90,golf,150000,2,diesel,volkswagen,0
2250,kleinwagen,2006,,61,fortwo,80000,11,benzin,smart,0
10550,kombi,2008,manuell,143,a4,125000,9,diesel,audi,0
200,kleinwagen,1995,manuell,60,ibiza,150000,10,benzin,seat,0
0,,1990,,0,3er,5000,0,,bmw,
11500,limousine,2010,manuell,170,a6,150000,1,benzin,audi,0
890,kombi,2002,manuell,101,vectra,150000,4,diesel,opel,
20500,cabrio,2009,automatik,239,a5,150000,4,diesel,audi,0
2990,limousine,2006,manuell,105,147,150000,6,benzin,alfa_romeo,0
9600,kombi,2008,manuell,136,c_klasse,150000,8,diesel,mercedes_benz,0
1099,kleinwagen,1995,manuell,45,corsa,30000,10,benzin,opel,0
1700,limousine,2000,manuell,75,astra,100000,5,benzin,opel,0
0,,2000,manuell,0,,150000,0,,audi,1
4760,andere,2008,manuell,98,andere,150000,3,diesel,peugeot,1
16500,bus,2012,manuell,140,galaxy,80000,4,diesel,ford,0
5300,coupe,1999,manuell,179,tt,125000,3,benzin,audi,0
3555,kleinwagen,2003,automatik,109,c3,100000,2,benzin,citroen,0
350,kleinwagen,1989,manuell,45,andere,150000,2,benzin,fiat,
19900,bus,2009,manuell,150,viano,90000,5,diesel,mercedes_benz,0
15200,limousine,2007,automatik,320,s_klasse,150000,7,diesel,mercedes_benz,0
700,kleinwagen,1994,manuell,75,1_reihe,125000,3,benzin,mazda,
550,limousine,1995,manuell,130,3er,150000,5,benzin,bmw,0
8700,cabrio,2006,manuell,140,eos,150000,10,diesel,volkswagen,0
6990,kleinwagen,2012,manuell,86,panda,50000,2,benzin,fiat,0
5500,limousine,2006,manuell,90,c4,80000,5,benzin,citroen,
1650,kleinwagen,2006,manuell,63,getz,150000,3,benzin,hyundai,0
7900,limousine,2009,manuell,170,a3,150000,6,diesel,audi,0
4290,cabrio,2006,manuell,109,2_reihe,90000,4,benzin,peugeot,
14650,limousine,2014,manuell,86,golf,20000,12,benzin,volkswagen,0
3299,kombi,2002,manuell,143,3er,150000,9,benzin,bmw,0
6500,kleinwagen,2012,manuell,81,fiesta,40000,6,benzin,ford,0
600,kleinwagen,2002,manuell,148,2_reihe,150000,11,benzin,peugeot,1
5800,limousine,2006,manuell,102,golf,125000,9,benzin,volkswagen,0
1600,kombi,1999,manuell,75,astra,150000,3,benzin,opel,0
8000,kombi,2011,automatik,156,c_klasse,30000,8,benzin,mercedes_benz,0
700,kleinwagen,2000,manuell,0,2_reihe,150000,5,benzin,peugeot,
27500,coupe,2010,automatik,204,andere,100000,11,diesel,audi,0
6500,kombi,2007,manuell,170,a4,150000,12,diesel,audi,1
899,,2018,automatik,101,3_reihe,150000,6,,peugeot,0
2790,bus,2004,manuell,109,andere,150000,5,diesel,citroen,0
2390,kleinwagen,2007,manuell,54,andere,125000,8,benzin,volkswagen,0
9900,limousine,2008,automatik,170,3er,125000,11,benzin,bmw,1
6500,kombi,2009,manuell,140,passat,150000,11,diesel,volkswagen,
1450,kombi,2001,manuell,125,mondeo,150000,10,benzin,ford,0
3600,bus,2003,manuell,131,sharan,150000,12,diesel,volkswagen,0
2295,cabrio,2000,automatik,54,fortwo,100000,5,benzin,smart,0
1699,kombi,1998,manuell,0,5er,150000,7,diesel,bmw,
4400,,2017,manuell,95,a_klasse,125000,0,benzin,mercedes_benz,0
950,limousine,1991,manuell,90,golf,150000,6,benzin,volkswagen,0
500,kleinwagen,1996,manuell,45,polo,150000,1,benzin,volkswagen,0
800,kombi,1998,manuell,101,passat,150000,3,benzin,volkswagen,0
1250,suv,1998,manuell,116,andere,125000,7,benzin,nissan,0
2700,,2018,automatik,0,e_klasse,150000,8,diesel,mercedes_benz,
3250,kombi,2006,manuell,129,avensis,125000,4,benzin,toyota,0
13500,bus,2007,automatik,204,viano,150000,6,diesel,mercedes_benz,0
4999,limousine,1999,manuell,170,3er,150000,10,benzin,bmw,0
18300,suv,2013,manuell,122,tiguan,40000,1,benzin,volkswagen,0
0,,2000,,0,,150000,0,,volvo,
1000,kleinwagen,2001,manuell,75,golf,150000,1,benzin,volkswagen,0
0,,2005,manuell,136,,100000,10,,toyota,
36500,cabrio,1981,manuell,185,sl,150000,6,benzin,mercedes_benz,0
2700,kleinwagen,2003,manuell,75,corsa,125000,2,benzin,opel,0
4990,bus,2007,manuell,69,roomster,60000,10,benzin,skoda,0
150,,2016,manuell,50,polo,150000,0,,volkswagen,1
6800,cabrio,2001,manuell,192,3er,150000,3,lpg,bmw,0
30900,coupe,2011,automatik,354,a5,60000,11,benzin,audi,0
2999,kleinwagen,2009,manuell,75,clio,80000,8,benzin,renault,0
1500,limousine,1991,manuell,97,andere,150000,6,benzin,mercedes_benz,0
4600,,2017,automatik,184,3er,150000,5,,bmw,
6500,cabrio,1981,automatik,204,sl,150000,3,benzin,mercedes_benz,1
28900,limousine,2010,automatik,239,q5,125000,10,diesel,audi,0
1900,kleinwagen,2004,manuell,136,2_reihe,150000,6,benzin,peugeot,0
4900,cabrio,1973,manuell,44,kaefer,90000,4,benzin,volkswagen,0
10490,kombi,2010,manuell,140,a3,150000,12,diesel,audi,0
28499,kombi,2011,automatik,239,a4,90000,9,diesel,audi,0
2100,kleinwagen,2004,manuell,83,andere,150000,2,benzin,suzuki,
3999,limousine,2003,manuell,102,passat,150000,4,lpg,volkswagen,0
2600,,2005,,0,,125000,0,,chevrolet,
1350,kleinwagen,2001,manuell,60,2_reihe,150000,11,benzin,peugeot,0
600,limousine,1994,manuell,105,6_reihe,150000,4,benzin,mazda,0
4550,,2016,manuell,101,golf,150000,8,diesel,volkswagen,0
800,kleinwagen,2005,manuell,70,corsa,150000,12,diesel,opel,1
11500,kombi,2015,automatik,160,insignia,150000,5,diesel,opel,0
5000,bus,2000,manuell,122,vito,150000,9,diesel,mercedes_benz,0
2400,kleinwagen,2004,manuell,69,corsa,150000,10,diesel,opel,0
4800,suv,2004,manuell,145,santa,150000,11,benzin,hyundai,0
3250,kleinwagen,2011,manuell,60,fox,100000,6,benzin,volkswagen,0
200,,1995,manuell,55,golf,150000,0,benzin,volkswagen,
11800,kombi,2006,manuell,170,a3,150000,7,diesel,audi,0
2800,kombi,2005,,0,touran,150000,11,diesel,volkswagen,0
3500,kombi,2000,automatik,143,e_klasse,150000,2,diesel,mercedes_benz,0
50,,1985,,0,,150000,11,,trabant,
9499,limousine,2008,manuell,136,c_klasse,150000,10,diesel,mercedes_benz,0
3500,kombi,1998,manuell,125,passat,150000,3,benzin,volkswagen,0
1999,kleinwagen,2002,manuell,60,lupo,100000,4,benzin,volkswagen,0
1500,kombi,1998,manuell,150,5er,150000,4,benzin,bmw,0
400,limousine,1995,automatik,85,c_klasse,125000,9,benzin,mercedes_benz,1
12950,bus,2011,manuell,105,touran,100000,5,diesel,volkswagen,0
2150,kleinwagen,2008,manuell,64,getz,100000,0,benzin,hyundai,0
4999,coupe,1999,manuell,180,tt,150000,1,benzin,audi,0
5200,kombi,2001,automatik,163,c_klasse,125000,3,benzin,mercedes_benz,0
8200,kleinwagen,2006,manuell,0,cooper,90000,4,benzin,mini,0
0,limousine,1998,automatik,230,,150000,10,benzin,saab,
9099,limousine,2004,manuell,280,leon,125000,8,benzin,seat,0
8200,kleinwagen,2006,manuell,122,cooper,90000,12,benzin,mini,0
2000,coupe,1995,manuell,193,3er,150000,5,benzin,bmw,1
750,kleinwagen,1997,manuell,75,golf,150000,1,benzin,volkswagen,0
2099,,2017,,184,andere,150000,0,,bmw,
150,,2016,manuell,0,corsa,150000,5,,opel,1
1190,kleinwagen,2001,manuell,60,lupo,125000,11,benzin,volkswagen,0
1200,bus,2000,manuell,101,zafira,150000,3,benzin,opel,0
3000,limousine,2002,manuell,116,6_reihe,90000,6,benzin,mazda,0
1150,kleinwagen,2001,manuell,60,punto,150000,7,benzin,fiat,0
13980,limousine,2006,automatik,231,5er,150000,6,diesel,bmw,0
6499,bus,2006,manuell,136,c_max,150000,1,diesel,ford,0
3499,limousine,2004,automatik,140,4_reihe,30000,10,,peugeot,1
8850,kombi,2005,automatik,190,e_klasse,150000,8,diesel,mercedes_benz,0
4000,bus,2001,manuell,115,sharan,150000,0,diesel,volkswagen,0
0,limousine,1996,manuell,170,5er,150000,0,benzin,bmw,0
3200,kleinwagen,2005,,0,a4,150000,0,diesel,audi,
1990,bus,2003,manuell,90,andere,150000,10,diesel,ford,0
150,kleinwagen,1996,manuell,0,polo,150000,0,,volkswagen,
7199,limousine,2009,manuell,140,golf,150000,2,diesel,volkswagen,0
16299,limousine,2010,automatik,239,a5,150000,6,diesel,audi,
1999,coupe,2001,manuell,116,3er,150000,8,benzin,bmw,0
1500,,2018,manuell,0,3er,150000,0,benzin,bmw,
3800,cabrio,2005,manuell,109,,100000,12,benzin,peugeot,
9990,suv,2010,manuell,150,sportage,100000,10,diesel,kia,0
13800,kombi,2008,manuell,190,a4,150000,10,diesel,audi,0
0,limousine,1997,manuell,0,3er,150000,0,benzin,bmw,
2150,kleinwagen,2003,automatik,75,twingo,150000,6,benzin,renault,0
2500,bus,1998,manuell,90,caddy,150000,10,diesel,volkswagen,0
15750,kombi,2011,manuell,184,3er,125000,4,diesel,bmw,0
990,kombi,1997,manuell,101,golf,150000,7,benzin,volkswagen,
700,kleinwagen,2001,manuell,75,golf,150000,1,benzin,volkswagen,
750,kombi,1997,manuell,122,c_klasse,150000,7,benzin,mercedes_benz,0
8500,,2017,manuell,0,500,60000,9,benzin,fiat,
12000,,2016,manuell,105,golf,70000,6,,volkswagen,0
11800,limousine,2001,automatik,260,a8,150000,9,benzin,audi,0
2700,bus,1992,manuell,60,transporter,150000,7,diesel,volkswagen,0
1650,kleinwagen,2006,manuell,69,corsa,150000,4,diesel,opel,0
999,kleinwagen,1997,manuell,75,golf,150000,12,benzin,volkswagen,0
21500,suv,2009,automatik,224,glk,90000,8,diesel,mercedes_benz,0
3800,cabrio,2001,manuell,0,3er,150000,3,benzin,bmw,0
800,limousine,1998,manuell,109,3er,150000,3,benzin,bmw,
11900,limousine,2007,automatik,179,a4,150000,7,diesel,audi,0
1500,kleinwagen,1996,,0,golf,80000,2,benzin,volkswagen,
450,andere,1996,manuell,0,combo,150000,0,diesel,opel,
1100,kombi,1998,manuell,120,laguna,150000,0,,renault,1
2100,suv,2009,automatik,156,andere,90000,6,benzin,chrysler,1
5350,kleinwagen,2003,manuell,116,cooper,150000,2,benzin,mini,0
6000,limousine,2009,automatik,177,3er,125000,6,diesel,bmw,0
1899,kleinwagen,1999,manuell,0,lupo,90000,7,,volkswagen,0
2000,kombi,2003,manuell,130,ptcruiser,150000,12,diesel,chrysler,
41900,limousine,2012,automatik,457,c_klasse,60000,7,benzin,mercedes_benz,0
5990,coupe,2002,automatik,197,clk,150000,5,benzin,mercedes_benz,0
0,limousine,1998,manuell,75,polo,150000,0,benzin,volkswagen,1
4499,limousine,2005,manuell,140,a3,150000,11,diesel,audi,0
1600,kleinwagen,2002,manuell,64,,150000,2,benzin,volkswagen,0
2999,limousine,1999,automatik,105,3er,150000,8,,bmw,0
7800,limousine,2006,automatik,104,golf,150000,12,diesel,volkswagen,0
2900,limousine,2002,manuell,116,primera,150000,12,lpg,nissan,0
1999,limousine,2004,automatik,136,4_reihe,150000,11,diesel,peugeot,0
0,,1111,,0,,5000,0,,opel,
8799,kleinwagen,2014,manuell,87,i_reihe,30000,8,benzin,hyundai,
970,limousine,2001,manuell,88,andere,150000,1,benzin,kia,
1599,kombi,1999,manuell,90,focus,150000,3,diesel,ford,0
750,bus,1994,manuell,107,espace,150000,5,benzin,renault,0
1000,limousine,1991,manuell,116,vectra,80000,11,benzin,opel,0
10500,suv,2009,manuell,140,sportage,40000,10,benzin,kia,0
5900,,2017,manuell,116,cooper,125000,11,benzin,mini,
12000,limousine,1969,manuell,140,s_klasse,80000,3,benzin,mercedes_benz,0
7400,cabrio,2003,automatik,192,,150000,8,,bmw,0
1698,suv,1997,manuell,136,andere,150000,11,benzin,opel,0
1850,kleinwagen,2003,manuell,0,andere,100000,1,benzin,peugeot,
7990,,2017,manuell,109,i_reihe,80000,12,benzin,hyundai,
4500,limousine,2007,manuell,90,golf,150000,9,diesel,volkswagen,0
1480,kleinwagen,2003,manuell,58,twingo,150000,0,benzin,renault,0
8450,bus,2008,manuell,131,galaxy,150000,5,diesel,ford,0
1650,,2017,manuell,60,corsa,125000,7,,opel,
3700,coupe,2003,manuell,143,c_klasse,150000,12,benzin,mercedes_benz,0
14800,suv,2011,manuell,0,x_reihe,100000,0,diesel,bmw,
5000,kombi,2008,automatik,136,focus,150000,6,diesel,ford,0
21000,coupe,2007,manuell,409,3er,150000,4,benzin,bmw,0
7500,bus,2006,manuell,95,b_klasse,90000,4,benzin,mercedes_benz,0
14750,kombi,2009,manuell,160,a4,90000,2,benzin,audi,0
2200,limousine,1995,automatik,299,,150000,5,,audi,1
10100,,2009,automatik,143,1er,150000,0,,bmw,0
1750,,2016,manuell,116,galaxy,150000,3,diesel,ford,1
2250,kombi,2001,automatik,147,vectra,150000,12,benzin,opel,0
15500,kombi,2012,manuell,120,exeo,40000,12,diesel,seat,0
1900,limousine,2000,manuell,125,,150000,5,benzin,mitsubishi,0
15000,coupe,1971,,0,,5000,4,,sonstige_autos,0
2300,coupe,1999,manuell,170,3er,150000,9,benzin,bmw,0
2300,limousine,2004,,0,3er,150000,8,diesel,bmw,0
12999,limousine,2002,automatik,306,s_klasse,90000,12,benzin,mercedes_benz,0
24800,cabrio,1996,automatik,231,sl,50000,8,benzin,mercedes_benz,0
7800,bus,2006,automatik,131,transporter,150000,4,diesel,volkswagen,0
1000,,2016,,0,astra,150000,3,benzin,opel,
6200,kleinwagen,2009,manuell,95,2_reihe,100000,4,benzin,peugeot,0
5300,kleinwagen,2009,manuell,68,2_reihe,100000,9,diesel,peugeot,0
1849,kombi,1997,manuell,193,a4,150000,1,benzin,audi,
1800,kleinwagen,1999,manuell,58,clio,90000,12,benzin,renault,0
2100,kleinwagen,2005,manuell,64,polo,150000,7,benzin,volkswagen,0
9900,suv,2000,automatik,250,,150000,4,lpg,sonstige_autos,0
1700,kombi,1999,manuell,193,3er,150000,5,benzin,bmw,0
950,limousine,2002,,0,punto,90000,10,,fiat,
800,limousine,1996,manuell,122,c_klasse,150000,5,benzin,mercedes_benz,1
500,bus,2001,automatik,188,andere,150000,0,benzin,chevrolet,
11850,limousine,2011,manuell,95,a_klasse,60000,6,benzin,mercedes_benz,0
890,kombi,2007,manuell,75,logan,150000,0,benzin,dacia,1
250,,2000,,0,transporter,5000,0,,volkswagen,
5900,kombi,2004,manuell,150,,150000,2,diesel,mercedes_benz,0
600,kombi,1998,manuell,0,mondeo,150000,9,benzin,ford,0
2500,limousine,2001,manuell,0,a2,150000,1,diesel,audi,
1299,limousine,1999,automatik,102,a_klasse,150000,7,benzin,mercedes_benz,
750,kombi,1998,automatik,193,5er,150000,6,benzin,bmw,0
4500,bus,2004,manuell,105,touran,150000,4,diesel,volkswagen,0
4000,suv,1999,manuell,120,andere,150000,2,benzin,nissan,0
950,kleinwagen,1999,manuell,60,polo,150000,2,benzin,volkswagen,0
3900,,2016,manuell,0,andere,90000,10,benzin,nissan,0
4200,kleinwagen,2003,manuell,90,one,150000,0,benzin,mini,
5950,limousine,2003,manuell,131,ibiza,100000,3,diesel,seat,0
2650,limousine,2006,manuell,105,golf,150000,6,diesel,volkswagen,0
9500,kombi,2005,manuell,265,a4,150000,2,diesel,audi,0
9250,kleinwagen,2012,manuell,75,one,40000,11,benzin,mini,0
850,kombi,1996,manuell,116,passat,150000,10,benzin,volkswagen,0
2990,limousine,2002,automatik,116,e_klasse,30000,2,diesel,mercedes_benz,0
16000,limousine,2010,manuell,170,c_klasse,90000,11,diesel,mercedes_benz,0
499,kleinwagen,1992,manuell,54,golf,125000,4,benzin,volkswagen,1
2500,limousine,1999,manuell,170,5er,150000,9,benzin,bmw,0
3499,limousine,2004,manuell,75,golf,150000,11,benzin,volkswagen,0
5500,kleinwagen,2007,manuell,75,,100000,10,benzin,renault,
400,,2016,manuell,0,kangoo,150000,0,diesel,renault,1
1699,limousine,2003,automatik,102,a_klasse,150000,6,benzin,mercedes_benz,0
2400,kleinwagen,2006,manuell,75,clio,150000,1,benzin,renault,0
2999,limousine,2000,automatik,122,c_klasse,150000,10,benzin,mercedes_benz,0
13800,limousine,2005,automatik,333,5er,150000,8,benzin,bmw,0
1100,,2017,,0,a3,150000,5,,audi,
6200,kleinwagen,2009,,68,andere,30000,0,,toyota,0
3450,kleinwagen,2007,manuell,88,fiesta,100000,3,benzin,ford,0
3500,,2005,,125,zafira,30000,0,diesel,opel,
7500,coupe,2013,automatik,71,fortwo,40000,2,benzin,smart,0
6999,limousine,2010,automatik,186,,125000,4,benzin,sonstige_autos,0
11000,kombi,2012,manuell,105,octavia,80000,3,diesel,skoda,0
2100,kleinwagen,2004,manuell,65,micra,150000,1,benzin,nissan,0
3999,kombi,2002,manuell,131,passat,150000,3,diesel,volkswagen,0
13900,cabrio,2008,manuell,150,eos,80000,4,benzin,volkswagen,0
550,coupe,1995,manuell,105,3er,150000,11,benzin,bmw,0
1690,kleinwagen,2000,automatik,0,,125000,12,benzin,smart,0
250,kleinwagen,2001,manuell,0,twingo,150000,9,benzin,renault,1
480,,2016,,0,fiesta,150000,0,,ford,
3200,kleinwagen,2000,manuell,75,golf,125000,4,benzin,volkswagen,0
11500,limousine,2006,automatik,129,1er,90000,3,benzin,bmw,
11540,coupe,2010,manuell,122,scirocco,80000,6,benzin,volkswagen,0
13199,cabrio,2012,manuell,120,2_reihe,30000,5,benzin,peugeot,0
12790,cabrio,2001,automatik,163,clk,40000,6,benzin,mercedes_benz,0
600,limousine,1995,manuell,122,c_klasse,150000,0,benzin,mercedes_benz,0
2500,kombi,2001,manuell,125,mondeo,150000,4,benzin,ford,0
